-0.5,0,1.60E-34
-0.4895,0,-1.19E-19
-0.4685,0,-3.53E-09
-0.4475,0,-1.55E-07
-0.4055,0,-0.00295161
-0.3635,0,-0.050586274
-0.3215,0,-0.399013743
-0.2795,0,-1.892866729
-0.2375,0,-5.921436721
-0.1955,0,-12.55079845
-0.1535,0,-17.64995431
-0.1115,0,-15.04797445
-0.0695,0,-6.186975321
-0.0275,0,-2.71251441
0.0145,0,-9.351626217
0.0565,0,-12.6189663
0.0985,0,-3.613728299
0.1405,0,4.002819351
0.1825,0,1.850133347
0.2245,0,3.524249352
0.2665,0,11.27009873
0.3505,0,8.117751988
0.4345,-2.275064882,1.338307588
0.5185,-82.59615986,-2.373884505
0.6025,-367.1153109,-12.67930315
0.6865,-920.0800622,-11.13087247
0.7705,-1748.474108,-6.083804001
0.8545,-2814.118334,1.759911442
0.9385,-4045.771853,14.55292066
1.013198464,-5206.159486,17.58731149
1.087896928,-6353.8667,16.97325612
1.162595393,-7418.913114,9.858041938
1.237293857,-8339.236914,-3.737304602
1.311992321,-9067.424385,-15.41622831
1.386690785,-9577.439433,-26.33489081
1.461389249,-9871.353122,-29.92702478
1.536087713,-9986.073194,-25.19116915
1.610786178,-10000,-16.14429513
1.685484642,-10000,-2.697138097
1.760183106,-10000,9.434727762
1.83488157,-10000,19.35480088
1.909580034,-10000,27.17834337
1.984278499,-10000,30.28907149
2.058976963,-10000,25.91239703
2.133675427,-10000,9.777731463
2.208373891,-10000,-12.36072976
2.283072355,-10000,-26.20666235
2.357770819,-10000,-20.00634764
2.432469284,-10000,2.059514129
2.507167748,-10000,17.2856856
2.581866212,-10000,8.162425556
2.656564676,-10000,-22.50390554
2.73126314,-10000,-60.66433306
2.805961605,-10000,-103.4236355
2.880660069,-10000,-165.6863875
2.955358533,-10000,-258.9232424
3.030056997,-10000,-383.5478406
3.104755461,-10000,-548.5697079
3.179453926,-10000,-785.643487
3.25415239,-10000,-1135.057109
3.328850854,-10000,-1626.652201
3.403549318,-10000,-2289.356497
3.478247782,-10000,-3166.275222
3.552946246,-10000,-4298.911505
3.627644711,-10000,-5696.825761
3.694873328,-10000,-7146.822319
3.762101946,-10000,-8680.377699
3.829330564,-10000,-10113.29054
3.896559182,-10000,-11195.38624
3.963787799,-10000,-11709.76623
4.031016417,-10000,-11593.34251
4.098245035,-10000,-10977.89817
4.165473653,-10000,-10128.48758
4.232702271,-10000,-9330.733509
4.299930888,-10000,-8778.851576
4.367159506,-10000,-8509.98557
4.434388124,-10000,-8443.167955
4.501616742,-10000,-8507.758769
4.568845359,-10000,-8710.810542
4.636073977,-10000,-9050.917626
4.703302595,-10000,-9427.303132
4.770531213,-10000,-9713.624572
4.83775983,-10000,-9889.09416
4.904988448,-10000,-10016.09721
4.972217066,-10000,-10106.85203
5.039445684,-10000,-10089.03474
5.106674301,-10000,-9910.334961
5.173902919,-10000,-9623.041109
5.241131537,-10000,-9339.342951
5.308360155,-10000,-9132.103701
5.375588773,-10000,-9011.227002
5.44281739,-10000,-8974.08089
5.510046008,-10000,-9025.506903
5.577274626,-10000,-9149.431886
5.644503244,-10000,-9313.005377
5.711731861,-10000,-9503.685316
5.778960479,-10000,-9716.847797
5.846189097,-10000,-9909.212696
5.913417715,-10000,-10011.8293
5.980646332,-10000,-9988.427256
6.04787495,-10000,-9847.329022
6.115103568,-10000,-9613.391322
6.182332186,-10000,-9329.099807
6.249560803,-10000,-9070.045104
6.316789421,-10000,-8916.93243
6.384018039,-10000,-8905.633444
6.451246657,-10000,-9021.411684
6.518475275,-10000,-9235.583004
6.585703892,-10000,-9522.259912
6.65293251,-10000,-9833.964757
6.720161128,-10000,-10087.34491
6.787389746,-10000,-10197.22674
6.854618363,-10000,-10121.43271
6.921846981,-10000,-9871.024456
6.989075599,-10000,-9503.372794
7.056304217,-10000,-9121.283672
7.123532834,-10000,-8853.509883
7.190761452,-10000,-8801.878861
7.25799007,-10000,-8989.799634
7.325218688,-10000,-9350.658335
7.392447305,-10000,-9762.548182
7.459675923,-10000,-10103.5028
7.526904541,-10000,-10288.01824
7.594133159,-10000,-10277.54496
7.661361777,-10000,-10088.4239
7.728590394,-10000,-9791.507889
7.795819012,-10000,-9482.289903
7.86304763,-10000,-9245.783408
7.930276248,-10000,-9141.346786
7.997504865,-10000,-9185.682772
8.064733483,-10000,-9340.642131
8.131962101,-10000,-9546.90678
8.199190719,-10000,-9765.207001
8.266419336,-10000,-9956.456884
8.333647954,-10000,-10054.25242
8.400876572,-10000,-10010.51781
8.46810519,-10000,-9850.115007
8.535333807,-10000,-9644.9222
8.602562425,-10000,-9459.597012
8.669791043,-10000,-9343.757789
8.737019661,-10000,-9334.226468
8.804248279,-10000,-9428.836177
8.871476896,-10000,-9577.927462
8.938705514,-10000,-9719.48132
9.005934132,-10000,-9810.604399
9.07316275,-10000,-9829.893468
9.140391367,-10000,-9778.176856
9.207619985,-10000,-9684.555493
9.274848603,-10000,-9596.185043
9.342077221,-10000,-9553.905968
9.409305838,-10000,-9571.49076
9.476534456,-10000,-9626.720266
9.543763074,-10000,-9676.543492
9.610991692,-10000,-9694.338551
9.678220309,-10000,-9686.775045
9.745448927,-10000,-9667.987942
9.812677545,-10000,-9637.289854
9.879906163,-10000,-9595.265215
9.947134781,-10000,-9559.450231
10.0143634,-10000,-9546.950251
